id,name,type,website,description,location_city,location_country,location_greater_stockholm,logo_url,owner,maturity,accepts_interns,is_swedish,source,metadata_source_url,data_quality_score,last_updated,sectors,domains,ai_capabilities,dimensions
1130,RISE,publicsector,https://www.ri.se/sv,"RISE är Sveriges statliga forskningsinstitut och en unik kraftsamling för att öka samhällets innovationstakt. Genom att samla flera forskningsinstitut och över hundra testbäddar i en innovationspartner skapar RISE bättre förutsättningar för samhällets problemlösare. I samverkan med näringsliv, akademi och offentlig sektor utvecklar RISE tjänster, produkter, teknologier och processer som bidrar till en hållbar framtid och konkurrenskraftigt näringsliv.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/52/vlDoP9YTeKQcQvtLD8OJrHp6dDLI77lZhUtSYtAU.png,,,,1,my.ai.se,,50,2025-11-12 08:59:46,,Research & Development,,
1137,Layke Analytics,startup,https://laykeanalytics.com/,"Layke is an API solution for intelligent screening and matching. Trained on a large amount of data and built on advanced machine learning technology, our algorithm has the capacity to read, interpret and analyse documents like a human resource, but faster. In an ever-growing market, Layke supports recruiting companies to fill in positions faster and more efficiently based on clear and objective data. Our algorithm transforms a process where the unconscious human bias sometimes can’t be avoided and encourages a transparent, skill-based recruitment.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/328/Layke-logo.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,Information Technology,Human Resources,,"Usecases & Inspiration, Competence & Expertise, Culture & Mindset, Technology, Vision & Strategy"
1143,Knowing Company,startup,https://knowingcompany.com,"We make a Basic Human, a conversational AI based on evolution of human mind.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/484/Knowing-Company-Logo.png,,,,1,my.ai.se,,60,2025-10-15 16:50:01,,IT & Software,,Technology
1144,Göteborgs Stad,publicsector,https://goteborg.se,"Omgivet av klippor, skogar, sjöar och havet i väster ligger Göteborg, Sveriges näst största stad med nära 560 000 invånare. Här finns det mesta du kan förvänta dig av en storstad – men med nära avstånd till allt. I Göteborgs Stad arbetar drygt 50,000 medarbetare inom stadsdelar, fackförvaltningar och kommunala bolag. Vårt gemensamma uppdrag är att skapa en bra vardag för boende, besökare och näringsliv och utveckla Göteborg till en hållbar stad, som är öppen för världen. Just nu händer det mycket i Göteborg! Staden växer kraftigt och förbereder sig för att kunna göra plats för ytterligare 150 000 fler göteborgare år 2035. En sådan förändring kräver att vi tänker hållbart. Vi strävar mot ett jämlikt Göteborg, där alla kan leva ett gott liv.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/574/gbg.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,Municipality,,,
1149,Vinnova,publicsector,https://www.vinnova.se,"Vinnova är Sveriges innovationsmyndighet som öppnar upp för innovation som ger hållbara lösningar och stärker svensk konkurrenskraft. Genom finansiering, samverkansarenor och internationella samarbeten stöttar Vinnova innovation inom områden som digitalisering, hälsa, mobilitet, säkerhet och hållbarhet. Vinnova arbetar med systeminnovation och missionsorienterade metoder för att möta samhällets stora utmaningar tillsammans med näringsliv, akademi och offentlig sektor.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1274/Vinnova.png,,,,1,my.ai.se,,50,2025-11-12 08:59:46,Authority & Agency,,,
1152,Rek.ai,startup,https://rek.ai,"Rek.ai är en lättanvänd saas-tjänst som kan installeras med hjälp av javascript på webbplatser, intranät och i appar. Tex som här på my.ai, där rek.ai visar personaliserade rekommendationer i högerspalten. I grundutförandet baseras rekommendationerna från tjänsten på anonym besöksdata, men har en rad anpassningsbara faktorer. E-com och tech-företag har förbättrat användarupplevelsen med hjälp av automatiserade rekommendationer under lång tid. Nu ser vi en tydlig trend, där alla typer av webbplatser går mot att serva användarna med relevant innehåll. Vi har skapat en rekommendationsmotor, baserad på deep learning teknik, som går att använda för att föreslå relevanta länkar, nyheter, sökord och navigering. Rek.ai har över 100 aktiva AI-projekt som automatiskt tränas och installeras varje dygn.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4890/logo-rekai-blue-white-bg@2x.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,"Retail, Municipality, Authority & Agency, Education, Media, Region","Customer Service & Support, Marketing & Communications, Operations, Human Resources, Sales",,"Usecases & Inspiration, Execution, Organization, Technology, Vision & Strategy, Data"
1157,Skyqraft,startup,https://www.skyqraft.com/,"Skyqraft is on a mission to revolutionize the infrastructure inspection market. We are a team of experts, with extensive and in depth expertise within power line inspections, machine learning and computer vision, drone operations, customer service and business management. We believe that this diversity in experience is a major factor contributing to our success, making us a knowledgeable, trustworthy partner. Founded in Sweden. Skyqraft is an innovative technology company helping utilities make better decisions about their grids. Leveraging artificial intelligence, aerial grid images are converted into powerful and usable management information. By analyzing and visually displaying grid insights, Skyqraft enables you to make smarter, more sustainable and cost-efficient daecisions about your grid maintenance. Our progress Today, Skyqraft is a trusted partner of some of the most forward looking and influential utility companies in Europe and North America, providing them with data and insights needed to plan and maintain tomorrow’s linear infrastructure . Skyqraft offers low upfront costs and limited technical barriers to get started with our software and services. Predict and avoid equipment breakdowns When your grid and equipment is constantly running - affected by harsh weather, growing vegetation and aging materials - they will inevitably break down. Skyqraft’s software gives you an accurate inventory and ensures when those unplanned breakdowns happen, you have powerful visuals and metrics of the grid, making maintenance planning more efficient. Keep maintenance costs to a minimum Skyqraft analytics provides you with full visual understanding of your grid, allowing you to make the most cost-effective decisions for your maintenance organization. Access a visual data hub for your grid Skyqraft allows all relevant functions of your organization to access the visual data, improving communication between grid owners, vegetation management, line workers and maintenance staff. Skyqraft’s software allows you to instantly pull data, add comments and see comment history, share visual data internally, generate reports and more.In addition, Skyqraft supports seamless integration to all major AMS systems Enable a safer and more sustainable environment Co2 emissions saved, costs lowered and a safer work environment achieved as fewer site visits are needed. Planning of maintenance work can be done through Skyqraft’s software from your office desk.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4821/1648536062142.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,"Automotive, Information Technology, Telecommunications, Transportation & Logistics","Sustainability / Ethics / CSR, Purchasing & Procurement, Operations",,"Usecases & Inspiration, Technology, Data"
1160,DIGG - Agency for Digital Government,publicsector,https://www.digg.se/,"Our mission is to digitalise Sweden In order to achieve a sustainable welfare society, the digitalisation of Sweden needs to be intensified. That is the purpose of DIGG. Together with the entire public administration, we strive to make the transition happen – and benefit all.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/865/digg-logga.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,Authority & Agency,"Research & Development, IT & Software, Legal & Compliance",,"Usecases & Inspiration, Ecosystem & Partners, Execution, Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy, Data"
1161,Volvo Cars,corporation,https://www.volvocars.com/,"From the very outset Volvo Cars has been a brand for people who care about the world we live in and the people around us. We have made it our mission to make life easier, better and safer for everyone.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/886/286708_Volvo_Iron_Mark.jpg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,Automotive,"Research & Development, IT & Software, Legal & Compliance, Customer Service & Support, Marketing & Communications, Operations, Production",,"Usecases & Inspiration, Technology, Data"
1162,Sahlgrenska Universitetssjukhuset,publicsector,https://www.sahlgrenska.se,"Kompetens och omtanke På Sahlgrenska Universitetssjukhuset finns kompetensen att utföra de allra mest avancerade behandlingar och ingrepp som dagens medicinska utveckling tillåter. Samtidigt är omtanken och omvårdnaden om patienten vårt främsta fokus. För att kunna garantera kvalitet är ständig utveckling och förbättring ett viktigt mål. Som ett av landets största universitetssjukhus har vi närheten till allt det som erbjuds inom utbildning och forskning på Sahlgrenska akademin vid Göteborgs universitet. Bredd och djup Sahlgrenska Universitetssjukhuset fungerar som ett länssjukhus för invånarna i Göteborgsområdet. I Västra Götalandsregionens är vi en motor för hälso- och sjukvårdsutvecklingen. Patienter från hela regionen kommer hit för olika specialistbehandlingar och kunskap förs också ut till regionen. Vi har spetskompetens inom cirka 25 specialiteter och behandlar patienter från hela Sverige. Det gäller bland annat hjärt- och kärlsjukvård, rekonstruktiv kirurgi, barnsjukvård, vaccin, immunologi, reumatologi och kateterburen intervention. Barnhjärtkirurgin på vårt barnsjukhus, Drottning Silvias barn- och ungdomssjukhus, har utsetts till rikssjukvård av Socialstyrelsen. Flera platser i Göteborgsområdet Vår verksamhet finns på flera platser i Göteborgsområdet – på Sahlgrenska sjukhuset, Östra sjukhuset, Mölndals sjukhus, Högsbo sjukhus och på flera öppenvårdsmottagningar runtom i stan. Tillsammans arbetar cirka 17 000 medarbetare hos oss, vilket gör sjukhuset till en av de största arbetsplatserna i Västra Götalandsregionen.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/894/Sahlgrenska.jpeg,,,,1,my.ai.se,,80,2025-10-15 16:50:01,Healthcare & Life Sciences,,,
